title,ingredients,directions,link,source,NER,site
Oven Baked Sweet Plantains,"[""4 each plantains ripe"", ""1 x nonstick cooking spray as needed""]","[""Preheat oven to 450F."", ""Coat a nonstick cookie sheet with cooking spray."", ""Cut the ends off of the plantains and peel."", ""Cut each plantain on the diagonal into 1/2 inch slices."", ""Arrange in single layer and coat tops with cooking spray."", ""Bake, turning occasionally, for 10 to 15 minutes, until plantains are golden brown and very tender.""]",recipeland.com/recipe/v/oven-baked-sweet-plantains-49502,Recipes1M,"[""nonstick cooking spray"", ""plantains""]",recipeland.com
Party Wieners,"[""12 ounces chili sauce one bottle"", ""8 ounces grape jelly one small jar"", ""20 ounces wieners party sized, not smoked, 2 packages""]","[""Melt jelly with heinz chili sauce over medium heat."", ""Add wieners and heat thoroughly."", ""Serve with toothpicks."", ""Variation - use frozen meatballs instead of wieners.""]",recipeland.com/recipe/v/party-wieners-1179,Recipes1M,"[""wieners party"", ""chili sauce"", ""grape jelly""]",recipeland.com
Hamburger Casserole,"[""2 lbs. ground beef"", ""1/2 c. finely chopped onions"", ""1 tsp. seasoned salt"", ""1/2 c. sour cream"", ""1 Tbsp. Worcestershire sauce"", ""2 lbs. potatoes, cooked and mashed"", ""2 c. grated cheese""]","[""Preheat oven to 375 degrees. Cook ground beef and onion over medium heat until beef is brown and onion is soft, but do not brown onion. Drain fat off. Add seasoned salt, sour cream, and Worcestershire sauce, stirring to mix well. Press the beef mixture into a 2 qt. casserole dish. Spread mashed potatoes over the meat and top with cheese. Bake for 15 to 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=98399,Gathered,"[""potatoes"", ""sour cream"", ""onions"", ""grated cheese"", ""ground beef"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com
Apple Raisin Bread,"[""3 1/2 c. flour"", ""2 tsp. baking powder"", ""1 1/2 tsp. cinnamon"", ""1/2 tsp. ginger"", ""1 c. corn oil oleo"", ""1 1/2 c. raisins"", ""2/3 c. packed brown sugar"", ""2/3 c. dark Karo or 2/3 c. light Karo"", ""6 eggs"", ""2 c. shredded apples"", ""1 1/2 c. walnuts (optional)""]","[""Grease two 8 x 4 x 2-inch loaf pans."", ""In medium bowl, stir together flour, baking powder, cinnamon and ginger."", ""In large bowl, with mixer at medium speed, beat together oleo and sugar. Beat in syrup."", ""Add eggs and beat until well mixed."", ""With wooden spoon, stir in apples."", ""Stir in flour mixture, raisins and nuts. Divide into 2 pans."", ""Bake at 350\u00b0 for 1 hour to 1 hour and 15 minutes."", ""Cool 10 minutes."", ""Remove from pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=717365,Gathered,"[""corn oil oleo"", ""baking powder"", ""ginger"", ""brown sugar"", ""cinnamon"", ""eggs"", ""shredded apples"", ""raisins"", ""flour"", ""light karo"", ""walnuts""]",www.cookbooks.com
Italian Casserole,"[""1 1/2 lb. ground beef"", ""1 1/4 tsp. onion"", ""1 tsp. parsley"", ""1 can mushroom soup"", ""1 c. sour cream"", ""1/4 tsp. garlic powder"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""1 can tomato soup"", ""1/2 c. milk""]","[""Brown meat, onion, parsley, garlic powder and salt."", ""Add soups and pepper."", ""Blend in sour cream and milk."", ""Place in casserole.""]",www.cookbooks.com/Recipe-Details.aspx?id=204621,Gathered,"[""sour cream"", ""pepper"", ""onion"", ""mushroom soup"", ""tomato soup"", ""garlic powder"", ""parsley"", ""milk"", ""ground beef"", ""salt""]",www.cookbooks.com
Slow Cooker Beef Roast,"[""1 (14 1/2 ounce) can stewed tomatoes, cut into 1-inch pieces and juices reserved"", ""1 (10 3/4 ounce) can cream of mushroom soup"", ""1 (1 ounce) envelope dry onion soup mix"", ""1 (3 1/2 lb) boneless beef chuck roast""]","[""In medium bowl, combine tomatoes and juice, soup and soup mix."", ""Place roast in a 5-6 quart electric slow cooker."", ""Pour tomato mixture over roast."", ""Cover, and cook on low for about 8 hours or until roast is tender.""]",www.food.com/recipe/slow-cooker-beef-roast-363631,Gathered,"[""boneless beef chuck roast"", ""cream of mushroom soup"", ""tomatoes"", ""onion soup""]",www.food.com
Mississippi Mud Cake,"[""3/4 c. self-rising"", ""1 stick margarine"", ""1/2 c. milk"", ""1 c. pecans, chopped"", ""1 c. sugar"", ""2 eggs"", ""2 Tbsp. cocoa""]","[""Mix and heat until margarine melts."", ""Remove; add 2 well-beaten eggs and 1 cup sugar; mix well."", ""Pour into a 9 x 9-inch square pan."", ""Bake 30 minutes at 350\u00b0."", ""Remove from oven, leave in pan and cover with miniature marshmallows while still warm."", ""When cool, frost.""]",www.cookbooks.com/Recipe-Details.aspx?id=851152,Gathered,"[""sugar"", ""eggs"", ""pecans"", ""cocoa"", ""margarine"", ""milk""]",www.cookbooks.com
Fruit Punch,"[""2 cans Fruit Juicy Red Hawaiian Punch"", ""2 liter bottle ginger ale"", ""1 qt. sherbet"", ""fruit cocktail in juice or fresh fruit (optional)""]","[""Add fruit punch to fruit."", ""Top with some sherbet, then add the ginger ale for the foamy look.""]",www.cookbooks.com/Recipe-Details.aspx?id=829150,Gathered,"[""sherbet"", ""ginger ale"", ""fruit cocktail""]",www.cookbooks.com
Cabbage Casserole,"[""1/2 cabbage head"", ""2 c. rice"", ""1 lb. ground chuck"", ""1 (16 oz.) catsup"", ""1 onion"", ""1 small bell pepper"", ""salt and pepper to taste""]","[""Wash rice; place half in baking dish."", ""Spread 3/4-inch layer of raw ground meat over rice."", ""Wash and shred cabbage, spread 1/2 over ground meat."", ""Slice onion and place over cabbage; salt and pepper to taste."", ""Repeat second layer of all ingredients."", ""Place sliced bell pepper on top of onion slices."", ""Mix catsup with one bottle of water and pour over mixture."", ""Sprinkle with salt and pepper."", ""Cover and bake at 375\u00b0 for one hour."", ""Serve with hot rolls and beverage.""]",www.cookbooks.com/Recipe-Details.aspx?id=761807,Gathered,"[""cabbage"", ""bell pepper"", ""onion"", ""catsup"", ""ground chuck"", ""rice"", ""salt""]",www.cookbooks.com
Bean And Pea Salad Recipe,"[""1 c. sugar"", ""1/2 c. salad oil"", ""1/2 teaspoon paprika"", ""1 c. vinegar"", ""1 teaspoon salt"", ""1 can pimiento"", ""4 sticks celery"", ""1 green pepper"", ""1 onion"", ""1 can French cut green beans"", ""1 can peas""]","[""Mix first 5 ingredients."", ""Chop pimiento, celery, green pepper and onion."", ""Drain beans and peas."", ""Combine all."", ""Let stand overnight."", ""Drain and serve.""]",cookeatshare.com/recipes/bean-and-pea-salad-50233,Recipes1M,"[""peas"", ""pimiento"", ""vinegar"", ""sugar"", ""salad oil"", ""onion"", ""celery"", ""green beans"", ""paprika"", ""green pepper"", ""salt""]",cookeatshare.com
Amarula Café De Cocoa,"[""1 1/2 ounces Amarula cream liqueur"", ""1 ounce hot cocoa"", ""1 ounce strong black coffee or 1 ounce espresso"", ""3/4 ounce butterscotch schnapps""]","[""Pour the hot chocolate, hot black coffee and Butterscotch Schnapps into a latte style coffee glass."", ""Add the Amarula Cream to the top and stir gently.""]",www.food.com/recipe/amarula-caf-de-cocoa-217549,Gathered,"[""cocoa"", ""black coffee"", ""butterscotch schnapps"", ""cream liqueur""]",www.food.com
Bluefish Imperial,"[""8 ounces blue crab"", ""1 cup mayonnaise"", ""1 teaspoon mustard"", ""1 egg"", ""1 tablespoon olive oil"", ""12 cup garlic and herb-seasoned breadcrumbs"", ""12 teaspoon paprika"", ""12 teaspoon salt"", ""14 teaspoon pepper"", ""1 dash instant minced garlic"", ""1 lb bluefish (2 filets)""]","[""Pre Heat oven to 400 degrees."", ""In a medium sized bowl mix together crab, mayonnaise, mustard, egg, olive oil, breadcrumbs, paprika, salt, pepper, and minced garlic."", ""Grease an 8 inch pie tin with olive oil and pour the mixture into the tin and leave in a mound (DO NOT SPREAD EVENLY)."", ""Bake at 400 for 8-10 minutes."", ""While crab is baking, slice fish filets so that a flap is created where the crab mixture can be placed into."", ""Remove crab from oven, turning oven down to 325."", ""Put 1/4 of crab mixture in the flap of the filet and 1/4 on top for each filet (using all the crab)."", ""Cook fish & crab at 325 for 15 minutes."", ""Serve.""]",www.food.com/recipe/bluefish-imperial-245759,Recipes1M,"[""crab"", ""egg"", ""pepper"", ""mayonnaise"", ""bluefish"", ""paprika"", ""garlic"", ""mustard"", ""olive oil"", ""salt""]",www.food.com
Mixed Vegetable Casserole With Mornay Sauce Recipe,"[""2 Packages frzn mixed vegetables"", ""1/4 c. warm water"", ""1 teaspoon salt"", ""1/4 teaspoon garlic salt"", ""2 tbsp. butter""]","[""Cook and save liquid.""]",cookeatshare.com/recipes/mixed-vegetable-casserole-with-mornay-sauce-58379,Recipes1M,"[""warm water"", ""garlic salt"", ""mixed vegetables"", ""butter"", ""salt""]",cookeatshare.com
Apple Sage Dressing Recipe,"[""2 tsp Oil"", ""1/2 c. Onions, minced"", ""3 slc Bread"", ""1/2 lb Apples, Granny Smith"", ""2 Tbsp. Parsley, fresh"", ""2 Tbsp. Currants"", ""3/4 tsp Sage"", ""1/4 tsp Salt"", ""1/4 tsp Thyme"", ""1/8 tsp Black pepper"", ""1/3 c. Apple juice""]","[""Preheat oven to 350."", ""Heat oil in small skillet over medium high heat."", ""Add in onion and saute/fry 7 min, till tender."", ""Toast and cube bread."", ""Cube unpeeled apples."", ""Chop fresh parsley."", ""Toss remaining ingredients in large bowl; add in onions and stir."", ""Spoon into 1-1/2 quart casserole coated with cooking spray."", ""Bake for 15 min."", ""Stir gently and bake another 10 min or possibly till top is crisp.""]",cookeatshare.com/recipes/apple-sage-dressing-67847,Recipes1M,"[""oil"", ""bread"", ""black pepper"", ""currants"", ""thyme"", ""apple juice"", ""onions"", ""parsley"", ""apples"", ""salt""]",cookeatshare.com
Lemon Pepper Chicken Wings,"[""10 wings Chicken wing drumettes"", ""2 tbsp Butter"", ""1 tbsp Parmesan cheese"", ""1 tsp Lemon pepper seasoning"", ""1 clove Garlic (finely chopped or grated)"", ""2 tbsp Cake flour""]","[""Prepare your ingredients."", ""Put the wings in a bag and gently cover them with salt and pepper."", ""Sift in the flour, and coat the wings with it."", ""Fry the wings in medium-hot oil."", ""In a bowl, add in melted butter, Parmesan cheese, lemon pepper seasoning, and garlic and gently mix together."", ""Once the wings are fried, drain off the excess oil, and while they are still hot, mix them into the bowl from Step 3 and they are done!"", ""You can also add a tablespoon of lemon juice to the seasonings."", ""A squeeze of citrus makes these wings quite refreshing.""]",cookpad.com/us/recipes/147906-lemon-pepper-chicken-wings,Recipes1M,"[""lemon pepper"", ""parmesan cheese"", ""flour"", ""clove garlic"", ""butter""]",cookpad.com
Lentil and Spinach Puffs,"[""34 dried small red lentil"", ""3 tablespoons water"", ""3 12 cups coarsely chopped spinach"", ""2 tablespoons thinly sliced green onions"", ""1 tablespoon finely chopped fresh cilantro"", ""1 tablespoon finely chopped seeded serrano chili"", ""2 teaspoons all-purpose flour"", ""34 salt"", ""18 teaspoon baking powder"", ""1 garlic clove, minced"", ""3 tablespoons peanut oil, divided""]","[""Sort and wash lentils, place in a bowl."", ""Cover and refrigerate 8 hours or overnight."", ""Drain well."", ""Place lentils and 3 tablespoons water in food processor, process until smooth, scraping bowl occasionally."", ""Combine the pureed lentils, spinach and next 7 ingredients (through garlic) stirring well."", ""Heat 1 tablespoon oil in a large non-stick skillet over medium-high heat."", ""Drop lentil mixture by heaping spoonfuls in the pan."", ""Cook 2 minutes each side or until lightly browned."", ""Cover and keep warm.""]",www.food.com/recipe/lentil-and-spinach-puffs-419651,Recipes1M,"[""red lentil"", ""seeded serrano chili"", ""baking powder"", ""salt"", ""green onions"", ""peanut oil"", ""water"", ""flour"", ""garlic"", ""spinach"", ""fresh cilantro""]",www.food.com
Blt Spread,"[""1 slices bacon, cooked, and crumbled (I use the cooked bacon, just a preference thing) or (3 ounce) can bacon bits (I use the cooked bacon, just a preference thing)"", ""1 cup sour cream"", ""1 cup mayonnaise"", ""3 plum tomatoes, seeded & chopped""]","[""Combine all ingredients in bowl."", ""Stir until blended."", ""Cover and refrigerate 1 hour to blend flavors."", ""(This recipe may be prepared up to 3 hours ahead of time).""]",www.food.com/recipe/blt-spread-236682,Gathered,"[""sour cream"", ""bacon"", ""mayonnaise"", ""tomatoes""]",www.food.com
To Die For No-Bake Cake Pops,"[""1 (14 ounce) package chocolate sandwich cookies (such as Oreo(R))"", ""1 (8 ounce) package cream cheese, softened"", ""1/2 (7 ounce) jar marshmallow creme"", ""1 (14 ounce) package vanilla almond bark, or as needed"", ""1 tablespoon shortening"", ""lollipop sticks""]","[""Line a sheet pan with parchment paper. The pan must be able to fit in the freezer."", ""Place sandwich cookies into the bowl of a food processor and pulse until they resemble fine breadcrumbs."", ""Stir crushed cookies, cream cheese, and marshmallow creme together in a bowl. Roll cookie mixture into walnut-sized balls, place them on the prepared pan, and freeze for 5 minutes."", ""Melt 1/4 cup bark in a microwave-safe glass or ceramic bowl in 30-second intervals, stirring after each melting, for 1 to 3 minutes. Remove cake pops from the freezer."", ""Dip each lollipop stick into the melted bark, and push a stick halfway through each cake pop. Place on the sheet pan and return cake pops to the freezer for 5 minutes."", ""Melt remaining bark in a microwave-safe bowl in 30-second intervals, stirring after each melting, for 1 to 3 minutes. Pour coating into a large coffee mug, deep enough to make it easy to immerse the cake pops."", ""Remove cake pops from the freezer, and dip each prepared pop into the melted bark, coating completely. Place the pops back onto the sheet pan. Refrigerate until firm, about 10 minutes.""]",www.allrecipes.com/recipe/234002/to-die-for-no-bake-cake-pops/,Gathered,"[""shortening"", ""chocolate sandwich cookies"", ""marshmallow creme"", ""cream cheese"", ""vanilla almond bark"", ""lollipop sticks""]",www.allrecipes.com
Squash Casserole,"[""14 cup mayonnaise"", ""14 cup onion"", ""12 cup cracker crumb (divided)"", ""1 beaten egg"", ""1 teaspoon sugar"", ""14 teaspoon salt"", ""18 teaspoon pepper"", ""1 lb squash (corded and mashed)"", ""14 cup cheddar cheese""]","[""Combine mayo, onion, 1/4 cup crackers, egg, sugar, salt, pepper; mix well."", ""Add squash; mix well."", ""Pour in lightly greased pan."", ""Sprinkle remaining crackers on top."", ""Bake uncovered at 350F for 25 minutes."", ""Top with cheese bake another 5 minutes.""]",www.food.com/recipe/squash-casserole-100167,Recipes1M,"[""egg"", ""sugar"", ""pepper"", ""cracker crumb"", ""cheddar cheese"", ""onion"", ""mayonnaise"", ""salt""]",www.food.com
Sesame Chicken Party Wings,"[""1 cup soy sauce"", ""12 cup brown sugar"", ""3 tablespoons toasted sesame seeds"", ""12 cup chicken broth"", ""12 teaspoon garlic powder"", ""34 cup bottled barbecue sauce"", ""3 12 tablespoons honey"", ""12 teaspoon sesame oil"", ""5 lbs chicken wings, drummettes""]","[""Mix soy sauce,brown sugar,chicken broth,garlic powder and sesame seeds together in a large bowl."", ""Add chicken wings and toss to coat."", ""Marinate for 4 hours in refrigerator."", ""Remove wings from marinade; discard marinade."", ""Place wings on a foil lined shallow baking pan."", ""Bake at 400 degrees for 35-40minutes."", ""Mix barbecue sauce,honey and sesame oil in a small bowl."", ""Remove wings from oven after 35-40minutes and baste with barbecue sauce mixture."", ""Bake another 15-20 minutes.""]",www.food.com/recipe/sesame-chicken-party-wings-110632,Recipes1M,"[""soy sauce"", ""brown sugar"", ""sesame seeds"", ""sesame oil"", ""chicken broth"", ""barbecue sauce"", ""chicken"", ""garlic"", ""honey""]",www.food.com
Butterbeer,"[""1 cup Light Brown Sugar"", ""2 tbsp water"", ""6 tbsp Butter"", ""1/2 tsp Salt"", ""1/2 tsp Apple Cider Vinegar"", ""3/4 cup Heavy Cream"", ""4 12 oz bottles cream soda"", ""1/2 tsp Rum Extract""]","[""In a small saucepan over medium, combine the brown sugar and water."", ""Bring to a gentle boil and cook, stirring often, until the mixture reads 240 F on a candy thermometer."", ""Stir in the butter, salt, vinegar and 1/4 heavy cream."", ""Set aside to cool to room temperature."", ""Once the mixture has cooled, stir in the rum extract."", ""This step is optional... My husband likes it better without the rum extract."", ""In a medium bowl, combine 2 tablespoons of the brown sugar mixture and the remaining 1/2 cup of heavy cream."", ""Use an electric mixer to beat until just thickened, but not completely whipped, about 2 to 3 minutes."", ""Optional Awesome Step: Pour cream soda into medium sauce pan and bring to just under boiling."", ""To serve, divide the brown sugar mixture between 4 tall glasses (about 1/4 cup for each glass)."", ""Add 1/4 cup of cream soda to each glass, then stir to combine."", ""Fill each glass nearly to the top with additional cream soda, then spoon the whipped topping over each."", ""Just for adults: You can add butterscotch schnapps to each glass before topping with the whipped cream for a delicious 21+ version of this tasty treat!""]",cookpad.com/us/recipes/347391-butterbeer,Recipes1M,"[""cream soda"", ""heavy cream"", ""light brown sugar"", ""water"", ""apple cider vinegar"", ""butter"", ""salt""]",cookpad.com
